Trade,Origin region,Destination region,Origin country,district,req ETD wk ,Cust. Code,Carrier (Std),Contract #,BR:1st Vessel,BR:1st Voyage #,Bkg Party # ,TMS #,Booking Status,Exception?,BR:PRE,BR:POL,BR:POD,BR:DEL,Move Type,BR:Req. ETD,BC:ETD POL,BR:Eqp.,BR:Eqp. Cnt,BC:Eqp.,BC:Eqp. Cnt,BC:Release Date,BC:Version,BR:Req. FEU,BC:Conf. FEU,BC: CY Cut-off Date,BC: CY Cut-off Time,BC: VGM Cut-off Date,BC: VGM Cut-off Time,BC: SI Cut-off Date,BC: SI Cut-off Time,BC:1st ETD POL,BC:1st ETA POD,BC:1st Release Date,BC:Released,BR:2nd Vessel,BR:2nd Voyage #,Consignee,Region,Bkg Type,Shipper Bkg Linked?,CRD,Date between BR creattion / ETD req,Check,x4,x5,x6,x7,x8,x9
AP > NA,AP,NA,CN,CN N.,32,LEN,EGLV,SC50089,COSCO EUROPE,092E,141300526967,186309705,Confirmed,N,CNTSN,CNTSN,USLGB,USLGB,CYP/CYP,04-Aug,04-Aug,40GPx4,4,40GPx4,4,19-Jul,1,4,4,,,,,,,04-Aug,23-Aug,19-Jul,Yes,,,Lenovo,Tianjin,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,BBY,HDMU,CA235001,ONE ALTAIR,0061E,HANM51877400,186324707,Canceled by carrier,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,04-Aug,,40HCx2,2,,,,,2.25,,,,,,,,,,,Yes,,,Best Buy,Vietnam,Direct,No,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,BBY,HDMU,CA235001,ONE ALTAIR,0061E,HANM21319900,186324826,Canceled by carrier,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,04-Aug,,40HCx2,2,,,,,2.25,,,,,,,,,,,Yes,,,Best Buy,Vietnam,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,MSCU,25-970GA,MAERSK ESSEX,330N,181AY0232733631P1,186325976,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,04-Aug,04-Aug,"40GPx7, 40HCx3",10,"40GPx7, 40HCx3",10,18-Jul,1,10.375,10.375,,,,,,,04-Aug,,18-Jul,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,MSCU,25-970GA,MAERSK ESSEX,330N,181AY0232734954P1,186380551,Canceled by carrier,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,04-Aug,,40HCx2,2,,,,,2.25,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NIK,MSCU,25-970GA,MAERSK ESSEX,330N,181AY0232734960P1,186380615,Canceled by carrier,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,04-Aug,,40HCx3,3,,,,,3.375,,,,,,,,,,,Yes,,,Nike,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NIK,MSCU,25-970GA,MAERSK ESSEX,330N,181AY0232734961P1,186380758,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,04-Aug,04-Aug,40HCx1,1,40HCx1,1,19-Jul,1,1.125,1.125,,,,,,,04-Aug,,19-Jul,Yes,,,Nike,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NIK,MSCU,25-970GA,MAERSK ESSEX,330N,181AY0232736319P1,186408841,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,04-Aug,04-Aug,40GPx2,2,40GPx2,2,20-Jul,1,2,2,,,,,,,04-Aug,,20-Jul,Yes,,,Nike,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,32,COS,EGLV,D900070,EVER FRANK,1076-015E,140357090868,186468568,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,04-Aug,04-Aug,40HCx2,2,40HCx2,2,21-Jul,1,2.25,2.25,,,,,,,04-Aug,22-Aug,21-Jul,Yes,,,Costco,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,WAL,EGLV,SC50089,EVER FUTURE,1310-015E,235300823025,186493079,Confirmed,N,VNSGN,VNTOT,USLAX,USLAX,CYP/CYP,04-Aug,05-Aug,40HCx2,2,40HCx2,2,21-Jul,1,2.25,2.25,,,,,,,05-Aug,28-Aug,21-Jul,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,32,HOD,EGLV,D900070,EVER FRANK,1076-015E,140357091139,186511791,Pending,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,04-Aug,,40HCx1,1,,,,1,1.125,,,,,,,,,,,Yes,,,Home Depot,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,TGT,ONEY,HAM0026,,,SGNDB3744300,186685970,Canceled by carrier,N,VNSGN,VNSGN,USLAX,USWZC,CYP/D,04-Aug,,40GPx1,1,,,,,1,,,,,,,,,,,No,,,Target,Vietnam,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NIK,MSCU,25-970GA,MAERSK EMDEN,331N,181AY0232745860P1,186816646,Canceled by carrier,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,04-Aug,,40HCx10,10,,,,,11.25,,,,,,,,,,,No,,,Nike,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,BBY,EGLV,SC50089,EVER CHASTE,0007-042N,236300294616,186873055,Pending,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,04-Aug,,40HCx2,2,,,,2,2.25,,,,,,,,,,,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,BBY,EGLV,SC50089,EVER CHASTE,0007-042N,236300294535,186873064,Pending,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,04-Aug,,40HCx2,2,,,,1,2.25,,,,,,,,,,,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,BBY,EGLV,SC50089,EVER CHASTE,0007-042N,236300294543,186873091,Pending,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,04-Aug,,40HCx9,9,,,,2,10.125,,,,,,,,,,,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,32,HMH,MAEU,90-0080,,,273207022,185820787,Confirmed,N,CNNKG,CNNKG,DEBRV,DEHBO,CYP/D,05-Aug,05-Aug,20GPx1,1,20GPx1,1,07-Jul,2,0.5,0.5,,,,,,,05-Aug,20-Sep,07-Jul,Yes,,,H&M Home,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,BBY,MSCU,25-970GA,MSC ELENI,331A,643IN2325705,186121772,Pending,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,05-Aug,,40GPx1,1,,,,,1,,,,,,,,,,,No,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,BBY,MSCU,25-970GA,MSC ELENI,331A,643IN2325795,186156600,Confirmed,Y,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,05-Aug,08-Aug,40HCx2,2,40HCx2,2,14-Jul,1,2.25,2.25,,,,,,,08-Aug,,14-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,LEN,MSCU,25-001WW,MSC KATIE,330N,177QSYSYS01015,186319397,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,05-Aug,05-Aug,40HCx2,2,40HCx2,2,19-Jul,1,2.25,2.25,,,,,,,05-Aug,,19-Jul,Yes,,,Lenovo,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,LEN,MSCU,25-001WW,MSC KATIE,330N,177QSYSYS01014,186319452,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,05-Aug,05-Aug,40HCx4,4,40HCx4,4,19-Jul,1,4.5,4.5,,,,,,,05-Aug,,19-Jul,Yes,,,Lenovo,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,IN,IN S.,32,HMH,MAEU,90-0080,CAPE FLINT,362S,229412035,186355903,Confirmed,N,INTUT,INTUT,DEBRV,DEHBO,CYP/D,05-Aug,05-Aug,20GPx1,1,20GPx1,1,20-Jul,5,0.5,0.5,,,,,,,08-Aug,07-Sep,19-Jul,Yes,SANTA ROSA,332W,H&M Home,India,Direct,Yes,,,-1,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,MSCU,25-970GA,MSC KATIE,330N,177QSYSYS01017,186395024,Confirmed,N,CNSHA,CNSHA,USLGB,USKCK,CYP/RR,05-Aug,05-Aug,40GPx2,2,40GPx2,2,20-Jul,1,2,2,,,,,,,05-Aug,,20-Jul,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,COS,MSCU,25-001WW,MSC KATIE,330N,177QSYSYS01029,186608607,Pending,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,05-Aug,,40HCx2,2,,,,1,2.25,,,,,,,,,,,Yes,,,Costco,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,IN,IN S.,32,HMH,MAEU,90-0080,CAPE FLINT,362S,229592439,186624209,Pending,N,INTUT,INTUT,DEHAM,DEHAM,CYP/CYP,05-Aug,,40HCx1,1,,,,3,1.125,,,,,,,,,,,Yes,EVELYN MAERSK,329W,H&M Home,India,Direct,Yes,,,0,,,,,,
AP > EU,AP,EU,IN,IN S.,32,HMH,MAEU,90-0080,CAPE FLINT,362S,229593787,186625075,Pending,N,INTUT,INTUT,DEBRV,DEHBO,CYP/D,05-Aug,,40HCx1,1,,,,2,1.125,,,,,,,,,,,Yes,SANTA ROSA,332W,H&M Home,India,Direct,Yes,,,0,,,,,,
AP > EU,AP,EU,IN,IN S.,32,HMH,MAEU,90-0080,CAPE FLINT,362S,229595406,186626927,Pending,N,INTUT,INTUT,DEBRV,DEHBO,CYP/D,05-Aug,,40HCx1,1,,,,3,1.125,,,,,,,,,,,Yes,SANTA ROSA,332W,H&M Home,India,Direct,Yes,,,0,,,,,,
AP > EU,AP,EU,IN,IN S.,32,HMH,MAEU,90-0080,CAPE FLINT,362S,229606355,186642333,Pending,N,INTUT,INTUT,DEBRV,DEHBO,CYP/D,05-Aug,,40HCx1,1,,,,2,1.125,,,,,,,,,,,Yes,SANTA ROSA,332W,H&M Home,India,Direct,Yes,,,0,,,,,,
AP > EU,AP,EU,IN,IN S.,32,HMH,MAEU,90-0080,CAPE FLINT,362S,229653074,186704292,Pending,N,INTUT,INTUT,DEBRV,DEHBO,CYP/D,05-Aug,,20GPx1,1,,,,2,0.5,,,,,,,,,,,Yes,SANTA ROSA,332W,H&M Home,India,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,CMDU,89-0000,COSCO PORTUGAL,060E,NGP0396363,185761179,Confirmed,N," - , ",CNNGB,USLGB,USLGB,CYP/CYP,06-Aug,06-Aug,40HCx1,1,40HCx1,1,10-Jul,1,1.125,1.125,,,,,,,06-Aug,23-Aug,10-Jul,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN N.,32,HMH,MAEU,90-0080,MAGLEBY MAERSK,331W,292105513,185771733,Confirmed,N,CNTAO,CNTAO,DEHAM,DEHAM,CYP/CYP,06-Aug,06-Aug,40HCx1,1,40HCx1,1,24-Jul,1,1.125,1.125,,,,,,,06-Aug,04-Oct,24-Jul,Yes,,,H&M Home,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,CMDU,89-0000,COSCO PORTUGAL,060E,NGP0396361,185822655,Confirmed,N," - , ",CNNGB,USLGB,USKCK,CYP/CYP,06-Aug,06-Aug,40HCx1,1,40HCx1,1,10-Jul,1,1.125,1.125,,,,,,,06-Aug,26-Aug,10-Jul,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,COS,COSU,SSM25008,CSCL EAST CHINA SEA,058E,CC4754323023,185895507,Confirmed,N,CNXMN,CNXMN,USLGB,USLGB,CYP/CYP,06-Aug,06-Aug,40GPx1,1,40GPx1,1,01-Aug,3,1,1,,,,,,,13-Aug,28-Aug,18-Jul,Yes,,,Costco,Xiamen,Bkg Agnt,Yes,,,-14,,,,,,
AP > NA,AP,NA,VN,VN S.,32,TGT,ONEY,HAM0026,ONE ALTAIR,061E,SGNDA1923600,185960398,Confirmed,Y,VNSGN,VNCMT,USLAX,USLAX,CYP/CYP,06-Aug,05-Aug,20GPx1,1,40HCx1,1,02-Aug,4,0.5,1.125,,,,,,,05-Aug,24-Aug,11-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,-22,,,,,,
AP > NA,AP,NA,VN,VN S.,32,TGT,ONEY,HAM0026,ONE ALTAIR,061E,SGNDA1925800,185960404,Confirmed,N,VNSGN,VNCMT,USLAX,USLAX,CYP/CYP,06-Aug,05-Aug,40GPx1,1,40GPx1,1,03-Aug,4,1,1,,,,,,,05-Aug,24-Aug,11-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,-23,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NEW,MSCU,25-970GA,MSC BEATRICE,331N,181AY0232725607D1,186021374,Confirmed,N,CNYTN,CNYTN,USLGB,USJAA,CYP/D,06-Aug,06-Aug,"20GPx1, 40GPx1, 40HCx2",4,"20GPx1, 40GPx1, 40HCx2",4,28-Jul,3,3.75,3.75,,,,,,,06-Aug,,13-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,-15,,,,,,
AP > NA,AP,NA,CN,CN E.,32,COS,COSU,SSM25008,,,MATS2722983000,186034906,Confirmed,N,CNXMN,CNXMN,USLAX,USLAX,CYP/CYP,06-Aug,05-Aug,40GPx1,1,40GPx1,1,26-Jul,1,1,1,,,,,,,05-Aug,,26-Jul,Yes,,,Costco,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,COS,COSU,SSM25008,,,MATS5035350000,186087650,Confirmed,N,CNXMN,CNXMN,USLGB,USLGB,CYP/CYP,06-Aug,05-Aug,40GPx1,1,40GPx1,1,26-Jul,1,1,1,,,,,,,05-Aug,,26-Jul,Yes,,,Costco,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,TRI,CMDU,89-0000,,,FOC0269563,186146482,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,06-Aug,06-Aug,20GPx1,1,20GPx1,1,17-Jul,1,0.5,0.5,,,,,,,06-Aug,03-Sep,17-Jul,Yes,,,Triumph,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,TRI,CMDU,89-0000,,,FOC0269564,186146705,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,06-Aug,06-Aug,40HCx4,4,40HCx4,4,17-Jul,1,4.5,4.5,,,,,,,06-Aug,03-Sep,17-Jul,Yes,,,Triumph,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,TRI,CMDU,89-0000,,,FOC0269566,186146924,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,06-Aug,06-Aug,40GPx1,1,40GPx1,1,17-Jul,1,1,1,,,,,,,06-Aug,03-Sep,17-Jul,Yes,,,Triumph,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,WAL,CMDU,89-0000,,,6362317220,186147072,Confirmed,Y,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,06-Aug,16-Aug,40HCx1,1,40HCx1,1,31-Jul,3,1.125,1.125,,,,,,,06-Aug,03-Sep,17-Jul,Yes,,,Walmart,Xiamen,Bkg Agnt,Yes,,,-14,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NEW,CMDU,89-0000,CMA CGM MUMBAI,0TXF5E1MA,SHZ5645652,186246557,Confirmed,Y,CNYTN,CNYTN,USLAX,USKCK,CYP/CYP,06-Aug,06-Aug,40HCx1,1,40GPx1,1,20-Jul,1,1.125,1,,,,,,,06-Aug,20-Aug,20-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,TGT,OOLU,PE2506,CMA CGM ADONIS,1TU28E1MA,2141925290,186252554,Confirmed,N,VNSGN,VNTOT,USLAX,USLAX,CYP/CYP,06-Aug,06-Aug,40HCx2,2,40HCx2,2,02-Aug,2,2.25,2.25,,,,,,,06-Aug,25-Aug,18-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,-15,,,,,,
AP > NA,AP,NA,VN,VN S.,32,TGT,ONEY,HAM0026,,,SGNDA6680400,186254005,Canceled by carrier,N,VNSGN,VNSGN,USLAX,USLAX,CYP/CYP,06-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Target,Vietnam,Direct,No,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,TGT,MSCU,25-970GA,MSC ELENI,331A,643IN2326068,186264379,Confirmed,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,06-Aug,08-Aug,40HCx1,1,40HCx1,1,21-Jul,1,1.125,1.125,,,,,,,08-Aug,,21-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,TGT,MSCU,25-970GA,MSC ELENI,331A,643IN2326067,186264652,Confirmed,Y,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,06-Aug,08-Aug,40HCx2,2,40GPx3,3,21-Jul,1,2.25,3,,,,,,,08-Aug,,21-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,TGT,MSCU,25-970GA,MSC ELENI,331A,643IN2326070,186264947,Confirmed,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,06-Aug,08-Aug,40GPx1,1,40GPx1,1,21-Jul,1,1,1,,,,,,,08-Aug,,21-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,TGT,MSCU,25-970GA,MSC ELENI,331A,643IN2326069,186265052,Confirmed,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,06-Aug,08-Aug,40GPx1,1,40GPx1,1,21-Jul,1,1,1,,,,,,,08-Aug,,21-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,32,TGT,MSCU,25-970GA,MSC ELENI,331A,643IN2326066,186265224,Confirmed,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,06-Aug,08-Aug,40HCx2,2,40HCx2,2,21-Jul,1,2.25,2.25,,,,,,,08-Aug,,21-Jul,Yes,,,Target,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,WAL,MAEU,90-0090,MSC BEATRICE,331N,229361058,186273683,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,06-Aug,06-Aug,40GPx1,1,40GPx1,1,31-Jul,4,1,1,,,,,,,06-Aug,26-Aug,17-Jul,Yes,,,Walmart,S.China,Direct,Yes,,,-14,,,,,,
AP > NA,AP,NA,CN,CN S.,32,COS,MAEU,90-0090,MSC BEATRICE,331N,229361066,186273692,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,06-Aug,07-Aug,40HCx1,1,40HCx1,1,01-Aug,4,1.125,1.125,,,,,,,06-Aug,26-Aug,17-Jul,Yes,,,Costco,S.China,Direct,Yes,,,-15,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,HDMU,CA235001,YM WELLNESS,035E,TBD,186307806,Canceled by carrier,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,06-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Best Buy,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,HDMU,CA235001,YM WELLNESS,035E,TBD,186307918,Canceled by carrier,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,06-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Best Buy,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,HDMU,CA235001,YM WELLNESS,035E,TBD,186308151,Canceled by carrier,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,06-Aug,,40GPx1,1,,,,,1,,,,,,,,,,,No,,,Best Buy,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NEW,MSCU,25-970GA,MSC EVA,331N,181AY0232733438D1,186321172,Canceled by carrier,N,CNYTN,CNYTN,USLGB,USKCK,CYP/D,06-Aug,,40GPx1,1,,,,,1,,,,,,,,,,,No,,,Newell Brands Distribution,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NEW,CMDU,89-0000,CMA CGM MUMBAI,0TXF5E1MA,SHZ5648258,186323263,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,06-Aug,06-Aug,40HCx1,1,40HCx1,1,19-Jul,1,1.125,1.125,,,,,,,06-Aug,20-Aug,19-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,WAL,CMDU,89-0000,CMA CGM NABUCCO,0PGFTE1MA,SGN1895130,186323545,Confirmed,Y,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,06-Aug,13-Aug,40HCx1,1,40HCx1,1,18-Jul,1,1.125,1.125,,,,,,,13-Aug,28-Sep,18-Jul,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,WAL,CMDU,89-0000,CMA CGM NABUCCO,0PGFTE1MA,SGN1895127,186323549,Confirmed,Y,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,06-Aug,13-Aug,40HCx1,1,40HCx1,1,18-Jul,3,1.125,1.125,,,,,,,13-Aug,28-Sep,18-Jul,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,WAL,CMDU,89-0000,CMA CGM NABUCCO,0PGFTE1MA,SGN1895136,186323550,Confirmed,Y,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,06-Aug,13-Aug,40HCx1,1,40HCx1,1,18-Jul,1,1.125,1.125,,,,,,,13-Aug,28-Sep,18-Jul,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,WAL,CMDU,89-0000,CMA CGM NABUCCO,0PGFTE1MA,SGN1895024,186323555,Confirmed,Y,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,06-Aug,13-Aug,40HCx1,1,40HCx1,1,18-Jul,2,1.125,1.125,,,,,,,13-Aug,28-Sep,18-Jul,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,WAL,CMDU,89-0000,CMA CGM NABUCCO,0PGFTE1MA,SGN1895134,186323561,Confirmed,Y,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,06-Aug,13-Aug,45HCx1,1,45HCx1,1,03-Aug,3,1.265,1.265,,,,,,,13-Aug,28-Sep,18-Jul,Yes,,,Walmart,Vietnam,Direct,Yes,,,-16,,,,,,
AP > NA,AP,NA,VN,VN S.,32,WAL,CMDU,89-0000,CMA CGM NABUCCO,0PGFTE1MA,SGN1895123,186323562,Confirmed,Y,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,06-Aug,13-Aug,40HCx1,1,40HCx1,1,18-Jul,1,1.125,1.125,,,,,,,13-Aug,28-Sep,18-Jul,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,WAL,CMDU,89-0000,CMA CGM NABUCCO,0PGFTE1MA,SGN1895141,186323564,Confirmed,Y,VNSGN,VNVUT,USTPA,USTPA,CYP/CYP,06-Aug,13-Aug,40HCx1,1,40HCx1,1,18-Jul,1,1.125,1.125,,,,,,,13-Aug,28-Sep,18-Jul,Yes,,,Walmart,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,32,NEW,YMLU,Y25-500,YM TROPHY,008E,W240318618,186328184,Confirmed,N,CNTAO,CNTAO,USLGB,USKCK,CYP/CYP,06-Aug,06-Aug,40GPx1,1,40GPx1,1,25-Jul,2,1,1,,,,,,,06-Aug,31-Aug,24-Jul,Yes,,,Newell Brands Distribution,Qingdao,Bkg Agnt,Yes,,,-1,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,CMDU,89-0000,,,XIA1183774,186380143,Confirmed,N,CNXMN,CNXMN,USLGB,USKCK,CYP/CYP,06-Aug,06-Aug,40HCx4,4,40HCx4,4,21-Jul,1,4.5,4.5,,,,,,,06-Aug,21-Aug,21-Jul,Yes,,,Newell Brands Distribution,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,NEW,ONEY,HAM0026,,,SGNDA9854300,186452101,Canceled by carrier,N,VNSGN,VNSGN,USNYC,USNYC,CYP/CYP,06-Aug,,40HRFx4,4,,,,,4.5,,,,,,,,,,,No,,,Newell Brands Distribution,Vietnam,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,WAL,EGLV,SC50089,EVER FRANK,1076-015E,EGLV142351366868,186681664,Pending,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,06-Aug,,40GPx1,1,,,,1,1,,,,,,,,,,,Yes,,,Walmart,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,COS,EGLV,SC50089,EVER FRANK,1076-015E,EGLV142351366850,186681794,Pending,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,06-Aug,,40HCx2,2,,,,1,2.25,,,,,,,,,,,Yes,,,Costco,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,COS,EGLV,SC50089,EVER FRANK,1076-015E,EGLV142351366842,186682045,Pending,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,06-Aug,,40HCx1,2,,,,1,1.125,,,,,,,,,,,Yes,,,Costco,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,COS,EGLV,SC50089,EVER FRANK,1076-015E,EGLV142351366876,186682180,Pending,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,06-Aug,,x1,1,,,,1,1.265,,,,,,,,,,,Yes,,,Costco,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,TES,EGLV,SC50089,EVER FRANK,1076-015E,EGLV142351366884,186682239,Pending,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,06-Aug,,40GPx1,1,,,,1,1,,,,,,,,,,,Yes,,,Tesla,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
